val_loss,epoch,step,train_loss_epoch,train_loss_step
,71,1223,0.003798142774030566,
0.003659945446997881,72,1240,,
,72,1240,0.0037705120630562305,
,73,1249,,0.0038091903552412987
0.003670423524454236,73,1257,,
,73,1257,0.0036765108816325665,
0.003955812193453312,74,1274,,
,74,1274,0.003735636593773961,
0.0038607665337622166,75,1291,,
,75,1291,0.00385717349126935,
,76,1299,,0.003857049159705639
0.0037451444659382105,76,1308,,
,76,1308,0.003700666129589081,
0.003707828698679805,77,1325,,
,77,1325,0.0036539104767143726,
0.0035794272553175688,78,1342,,
,78,1342,0.003736082697287202,
,79,1349,,0.0037370570935308933
0.003607293125241995,79,1359,,
,79,1359,0.0035868932027369738,
0.0036566350609064102,80,1376,,
,80,1376,0.0036625326611101627,
0.003563546808436513,81,1393,,
,81,1393,0.0036310546565800905,
,82,1399,,0.003283750731498003
0.0035056306514889,82,1410,,
,82,1410,0.003546843770891428,
0.0035305062774568796,83,1427,,
,83,1427,0.0035545164719223976,
0.0034818167332559824,84,1444,,
,84,1444,0.0035635491367429495,
,85,1449,,0.003791946917772293
0.0037649536971002817,85,1461,,
,85,1461,0.00355418655090034,
0.00347950984723866,86,1478,,
,86,1478,0.0035924201365560293,
0.0035389484837651253,87,1495,,
,87,1495,0.0035418192856013775,
,88,1499,,0.0039295293390750885
0.0034770998172461987,88,1512,,
,88,1512,0.0035765054635703564,
0.0034777624532580376,89,1529,,
,89,1529,0.0035510652232915163,
0.003636555979028344,90,1546,,
,90,1546,0.0035541141405701637,
,91,1549,,0.003644646378234029
0.0037971558049321175,91,1563,,
,91,1563,0.0036484457086771727,
0.0034733691718429327,92,1580,,
,92,1580,0.003661265131086111,
0.0038816139567643404,93,1597,,
,93,1597,0.003536755219101906,
,94,1599,,0.0034385754261165857
0.0035371214617043734,94,1614,,
,94,1614,0.0035928552970290184,
0.004091653507202864,95,1631,,
,95,1631,0.0035707983188331127,
0.003462590742856264,96,1648,,
,96,1648,0.00366792269051075,
,97,1649,,0.0031105305533856153
0.003549851244315505,97,1665,,
,97,1665,0.0035127776209264994,
0.003650164697319269,98,1682,,
,98,1682,0.0034912533592432737,
,99,1699,,0.0035261898301541805
0.0034965805243700743,99,1699,,
,99,1699,0.0036109150387346745,
0.0035767676308751106,100,1716,,
,100,1716,0.0034995072055608034,
0.003629318904131651,101,1733,,
,101,1733,0.0035503648687154055,
,102,1749,,0.0031532023567706347
0.003437395440414548,102,1750,,
,102,1750,0.003543660743162036,
0.003684347029775381,103,1767,,
,103,1767,0.0034932936541736126,
0.0034751053899526596,104,1784,,
,104,1784,0.00362977827899158,
,105,1799,,0.003364953212440014
0.003457878017798066,105,1801,,
,105,1801,0.003536682575941086,
0.0033762853126972914,106,1818,,
,106,1818,0.003567769890651107,
0.0034959958866238594,107,1835,,
,107,1835,0.0034498947206884623,
,108,1849,,0.0038548223674297333
0.003411458106711507,108,1852,,
,108,1852,0.00351260625757277,
0.003620847361162305,109,1869,,
,109,1869,0.0034720725379884243,
0.003460114123299718,110,1886,,
,110,1886,0.003491550451144576,
,111,1899,,0.0036910781636834145
0.0034284438006579876,111,1903,,
,111,1903,0.0034507380332797766,
0.003444865345954895,112,1920,,
,112,1920,0.003457075683400035,
0.003396620973944664,113,1937,,
,113,1937,0.0034091174602508545,
,114,1949,,0.0033887370955199003
0.0034370364155620337,114,1954,,
,114,1954,0.0034176285844296217,
0.0033653818536549807,115,1971,,
,115,1971,0.003450049553066492,
0.0033804429695010185,116,1988,,
,116,1988,0.0034049709793180227,
,117,1999,,0.0032680793665349483
0.003460928797721863,117,2005,,
,117,2005,0.003495624754577875,
0.0038989537861198187,118,2022,,
,118,2022,0.003431630088016391,
0.0034080022014677525,119,2039,,
,119,2039,0.0035913754254579544,
,120,2049,,0.003700725268572569
0.0034835846163332462,120,2056,,
,120,2056,0.0035033582244068384,
0.003346415003761649,121,2073,,
,121,2073,0.0034282715059816837,
0.0034034363925457,122,2090,,
,122,2090,0.0033886192832142115,
,123,2099,,0.00318559305742383
0.0034418285358697176,123,2107,,
,123,2107,0.0034688892774283886,
0.0038236884865909815,124,2124,,
,124,2124,0.0034681130200624466,
0.003507265355437994,125,2141,,
,125,2141,0.003521776758134365,
,126,2149,,0.003290985245257616
0.0038401344791054726,126,2158,,
,126,2158,0.0034536579623818398,
0.0034960289485752583,127,2175,,
,127,2175,0.003495333483442664,
0.0035134735517203808,128,2192,,
,128,2192,0.0035245728213340044,
,129,2199,,0.0033660742919892073
0.003389833029359579,129,2209,,
,129,2209,0.003396091517060995,
0.0038487499114125967,130,2226,,
,130,2226,0.003402495523914695,
0.0036562320310622454,131,2243,,
,131,2243,0.0035727391950786114,
,132,2249,,0.0033052333164960146
0.003580349963158369,132,2260,,
,132,2260,0.003668021410703659,
0.003330034203827381,133,2277,,
,133,2277,0.003484790213406086,
0.003334967652335763,134,2294,,
,134,2294,0.0033765349071472883,
,135,2299,,0.003467101603746414
0.0033588206861168146,135,2311,,
,135,2311,0.0033848125021904707,
0.003312236862257123,136,2328,,
,136,2328,0.003334757639095187,
0.0036005000583827496,137,2345,,
,137,2345,0.003354121698066592,
,138,2349,,0.0036325016990303993
0.003401391441002488,138,2362,,
,138,2362,0.0035387452226132154,
0.0034775561653077602,139,2379,,
,139,2379,0.0034847876522690058,
0.0033498206175863743,140,2396,,
,140,2396,0.003359941765666008,
,141,2399,,0.0035034441389143467
0.003399013075977564,141,2413,,
,141,2413,0.0033147649373859167,
0.0034183303359895945,142,2430,,
,142,2430,0.003383668139576912,
0.0032240916043519974,143,2447,,
,143,2447,0.0033752727322280407,
,144,2449,,0.0034879327286034822
0.003360673086717725,144,2464,,
,144,2464,0.003306293161585927,
0.0032626143656671047,145,2481,,
,145,2481,0.003404762828722596,
0.003345370991155505,146,2498,,
,146,2498,0.003340767230838537,
,147,2499,,0.003380369395017624
0.0033293094020336866,147,2515,,
,147,2515,0.0033414617646485567,
0.0037088971585035324,148,2532,,
,148,2532,0.003373493906110525,
,149,2549,,0.0035633505322039127
0.003242965554818511,149,2549,,
,149,2549,0.0033973678946495056,
0.0034833524841815233,150,2566,,
,150,2566,0.003312736516818404,
0.003446121234446764,151,2583,,
,151,2583,0.003428913187235594,
,152,2599,,0.0034362052101641893
0.003301776247099042,152,2600,,
,152,2600,0.003372012870386243,
0.00325211975723505,153,2617,,
,153,2617,0.003331506624817848,
0.0032532084733247757,154,2634,,
,154,2634,0.003270921064540744,
,155,2649,,0.0032398668117821217
0.003337402595207095,155,2651,,
,155,2651,0.003307886188849807,
0.0033475335221737623,156,2668,,
,156,2668,0.0032575498335063457,
0.003359749913215637,157,2685,,
,157,2685,0.003274237737059593,
,158,2699,,0.0033792718313634396
0.003256643656641245,158,2702,,
,158,2702,0.003371964441612363,
0.003231186419725418,159,2719,,
,159,2719,0.003251422196626663,
0.003158490639179945,160,2736,,
,160,2736,0.003252569818869233,
,161,2749,,0.003361082635819912
0.003166383830830455,161,2753,,
,161,2753,0.003244615625590086,
0.0032320579048246145,162,2770,,
,162,2770,0.0032212974037975073,
0.0032124542631208897,163,2787,,
,163,2787,0.0032225213944911957,
,164,2799,,0.0038652527146041393
0.003544286824762821,164,2804,,
,164,2804,0.003208213485777378,
0.003226385684683919,165,2821,,
,165,2821,0.0033970861695706844,
0.003431457094848156,166,2838,,
,166,2838,0.003383313538506627,
,167,2849,,0.003067220561206341
0.003247729502618313,167,2855,,
,167,2855,0.003355898894369602,
0.003324387362226844,168,2872,,
,168,2872,0.003256993368268013,
0.003120559034869075,169,2889,,
,169,2889,0.003202383639290929,
,170,2899,,0.0032040495425462723
0.0031924762297421694,170,2906,,
,170,2906,0.0031890810932964087,
0.003096512518823147,171,2923,,
,171,2923,0.0031953027937561274,
0.0031303626019507647,172,2940,,
,172,2940,0.0031825124751776457,
,173,2949,,0.0033537945710122585
0.003295159200206399,173,2957,,
,173,2957,0.0032565684523433447,
0.00329639483243227,174,2974,,
,174,2974,0.0032737329602241516,
0.0031200964003801346,175,2991,,
,175,2991,0.003219278994947672,
,176,2999,,0.0029989194590598345
0.003125212388113141,176,3008,,
,176,3008,0.003178795799612999,
0.0030627793166786432,177,3025,,
,177,3025,0.0031793147791177034,
0.0031134472228586674,178,3042,,
,178,3042,0.003174117999151349,
,179,3049,,0.003005021484568715
0.003408535849303007,179,3059,,
,179,3059,0.0033315997570753098,
0.003216193290427327,180,3076,,
,180,3076,0.003226714674383402,
0.003365012351423502,181,3093,,
,181,3093,0.0032303452026098967,
,182,3099,,0.0032780696637928486
0.0031821010634303093,182,3110,,
,182,3110,0.003214164637029171,
0.0031354769598692656,183,3127,,
,183,3127,0.0031278401147574186,
0.0030822474509477615,184,3144,,
,184,3144,0.0032316907308995724,
,185,3149,,0.003263238351792097
0.0031135869212448597,185,3161,,
,185,3161,0.00313835171982646,
0.003084880765527487,186,3178,,
,186,3178,0.0030934440437704325,
0.0030767389107495546,187,3195,,
,187,3195,0.0030917159747332335,
,188,3199,,0.0032218778505921364
0.00319441850297153,188,3212,,
,188,3212,0.003212920157238841,
0.0031375621911138296,189,3229,,
,189,3229,0.0031861283350735903,
0.0032237060368061066,190,3246,,
,190,3246,0.0031531506683677435,
,191,3249,,0.0032990043982863426
0.003429393284022808,191,3263,,
,191,3263,0.0031696343794465065,
0.003391168313100934,192,3280,,
,192,3280,0.003258506301790476,
0.00315456441603601,193,3297,,
,193,3297,0.0032649075146764517,
,194,3299,,0.003455793485045433
0.0031030713580548763,194,3314,,
,194,3314,0.0030829552561044693,
0.003189720679074526,195,3331,,
,195,3331,0.0031490297988057137,
0.00312159676104784,196,3348,,
,196,3348,0.003140324028208852,
,197,3349,,0.0033760336227715015
0.003111561294645071,197,3365,,
,197,3365,0.003111172467470169,
0.002986091887578368,198,3382,,
,198,3382,0.003095370251685381,
,199,3399,,0.003151871729642153
0.0029772683046758175,199,3399,,
,199,3399,0.0030601529870182276,
0.0031770677305758,200,3416,,
,200,3416,0.003045032499358058,
0.003044707467779517,201,3433,,
,201,3433,0.0031171550508588552,
,202,3449,,0.002853285986930132
0.0031306396704167128,202,3450,,
,202,3450,0.003226987551897764,
0.0029845479875802994,203,3467,,
,203,3467,0.0032422153744846582,
0.002973870374262333,204,3484,,
,204,3484,0.0031005199998617172,
,205,3499,,0.0028883563354611397
0.003100687637925148,205,3501,,
,205,3501,0.0030080429278314114,
0.003221712540835142,206,3518,,
,206,3518,0.003111668163910508,
0.003034625668078661,207,3535,,
,207,3535,0.0030999036971479654,
,208,3549,,0.0036581847816705704
0.0029923918191343546,208,3552,,
,208,3552,0.0030245964881032705,
0.0030023823492228985,209,3569,,
,209,3569,0.0030230851843953133,
0.0033010016195476055,210,3586,,
,210,3586,0.0030537466518580914,
,211,3599,,0.0034758916590362787
0.0034288763999938965,211,3603,,
,211,3603,0.0032043263781815767,
0.0029951860196888447,212,3620,,
,212,3620,0.003157952567562461,
0.002981180790811777,213,3637,,
,213,3637,0.0029828897677361965,
,214,3649,,0.003031286643818021
0.0031903618946671486,214,3654,,
,214,3654,0.002954310504719615,
0.002984773600474,215,3671,,
,215,3671,0.003037399845197797,
0.0029384854715317488,216,3688,,
,216,3688,0.002974029630422592,
,217,3699,,0.002949125599116087
0.0032788205426186323,217,3705,,
,217,3705,0.003023689379915595,
0.0031965933740139008,218,3722,,
,218,3722,0.0030992026440799236,
0.0030229513067752123,219,3739,,
,219,3739,0.0030428285244852304,
,220,3749,,0.0027605979703366756
0.0029184843879193068,220,3756,,
,220,3756,0.002957556862384081,
0.0029116321820765734,221,3773,,
,221,3773,0.0029276858549565077,
0.002998369513079524,222,3790,,
,222,3790,0.0029287522193044424,
,223,3799,,0.003068316727876663
0.0030290649738162756,223,3807,,
,223,3807,0.003053694497793913,
0.002919244347140193,224,3824,,
,224,3824,0.002978177974000573,
0.0030352631583809853,225,3841,,
,225,3841,0.002947757951915264,
,226,3849,,0.002903588581830263
0.0028419476002454758,226,3858,,
,226,3858,0.0030037749093025923,
0.0028964343946427107,227,3875,,
,227,3875,0.002877397695556283,
0.003131334437057376,228,3892,,
,228,3892,0.002885945839807391,
,229,3899,,0.002808626974001527
0.0031267767772078514,229,3909,,
,229,3909,0.0029199179261922836,
0.0029391057323664427,230,3926,,
,230,3926,0.0029573512729257345,
0.0030484728049486876,231,3943,,
,231,3943,0.0029298882000148296,
,232,3949,,0.003021980170160532
0.0028169332072138786,232,3960,,
,232,3960,0.002866680733859539,
0.002993229776620865,233,3977,,
,233,3977,0.002958320314064622,
0.0030169838573783636,234,3994,,
,234,3994,0.0028482326306402683,
,235,3999,,0.002479834947735071
0.0027729251887649298,235,4011,,
,235,4011,0.0028788503259420395,
0.00305271428078413,236,4028,,
,236,4028,0.0028587114065885544,
0.0029437977354973555,237,4045,,
,237,4045,0.0028542019426822662,
,238,4049,,0.002964440733194351
0.002767563331872225,238,4062,,
,238,4062,0.002891869517043233,
0.002806959208101034,239,4079,,
,239,4079,0.002796752378344536,
0.0030052762012928724,240,4096,,
,240,4096,0.0028363068122416735,
,241,4099,,0.00305817904882133
0.002722089411690831,241,4113,,
,241,4113,0.00290082860738039,
0.0028377112466841936,242,4130,,
,242,4130,0.002832949161529541,
0.002946659456938505,243,4147,,
,243,4147,0.002867487957701087,
,244,4149,,0.002419720171019435
0.00293330242857337,244,4164,,
,244,4164,0.002883607055991888,
0.002787486184388399,245,4181,,
,245,4181,0.0028129308484494686,
0.0029883335810154676,246,4198,,
,246,4198,0.002806516829878092,
,247,4199,,0.002647056244313717
0.0031596391927450895,247,4215,,
,247,4215,0.0028251539915800095,
0.0028973363805562258,248,4232,,
,248,4232,0.0028757816180586815,
,249,4249,,0.0038924003019928932
0.0026951683685183525,249,4249,,
,249,4249,0.0028329864144325256,
0.0027634312864392996,250,4266,,
,250,4266,0.002721638884395361,
0.0028450845275074244,251,4283,,
,251,4283,0.002761848270893097,
,252,4299,,0.0031763380393385887
0.0027332219760864973,252,4300,,
,252,4300,0.002747706603258848,
0.002808525925502181,253,4317,,
,253,4317,0.002756579080596566,
0.0028033554553985596,254,4334,,
,254,4334,0.002753597218543291,
,255,4349,,0.0026132483035326004
0.003068129299208522,255,4351,,
,255,4351,0.002798535628244281,
0.003010099520906806,256,4368,,
,256,4368,0.002888099290430546,
0.002688933629542589,257,4385,,
,257,4385,0.002760408679023385,
,258,4399,,0.002792001236230135
0.0027108429931104183,258,4402,,
,258,4402,0.0027382837142795324,
0.002909573260694742,259,4419,,
,259,4419,0.0027483839076012373,
0.002714618341997266,260,4436,,
,260,4436,0.0027304603718221188,
,261,4449,,0.0029943096451461315
0.002781214425340295,261,4453,,
,261,4453,0.0027535564731806517,
0.0026831142604351044,262,4470,,
,262,4470,0.0027999330777674913,
0.0027900978457182646,263,4487,,
,263,4487,0.0027616152074187994,
,264,4499,,0.0026463924441486597
0.002677117008715868,264,4504,,
,264,4504,0.002772294217720628,
0.0030404129065573215,265,4521,,
,265,4521,0.0026904973201453686,
0.002676239935681224,266,4538,,
,266,4538,0.0027079652063548565,
,267,4549,,0.002659094985574484
0.0029484806582331657,267,4555,,
,267,4555,0.0027918266132473946,
0.002695469418540597,268,4572,,
,268,4572,0.0027793266344815493,
0.00287740514613688,269,4589,,
,269,4589,0.0027023302391171455,
,270,4599,,0.0028795762918889523
0.0029577596578747034,270,4606,,
,270,4606,0.00278483796864748,
0.0026971299666911364,271,4623,,
,271,4623,0.0027599490713328123,
0.0027651716955006123,272,4640,,
,272,4640,0.0026080941315740347,
,273,4649,,0.002374801319092512
0.0025597033090889454,273,4657,,
,273,4657,0.0026422166265547276,
0.0027007884345948696,274,4674,,
,274,4674,0.0026141239795833826,
0.002676528412848711,275,4691,,
,275,4691,0.0026323210913687944,
,276,4699,,0.002577421488240361
0.0026387334801256657,276,4708,,
,276,4708,0.002634767908602953,
0.00259239599108696,277,4725,,
,277,4725,0.0026234579272568226,
0.002637507626786828,278,4742,,
,278,4742,0.0026833461597561836,
,279,4749,,0.0027380394749343395
0.0029524171259254217,279,4759,,
,279,4759,0.0027150590904057026,
0.0028313721995800734,280,4776,,
,280,4776,0.0027944562025368214,
0.0028797867707908154,281,4793,,
,281,4793,0.0027950408402830362,
,282,4799,,0.002765487413853407
0.0026359546463936567,282,4810,,
,282,4810,0.0026854195166379213,
0.002575300168246031,283,4827,,
,283,4827,0.0025909391697496176,
0.0026154627557843924,284,4844,,
,284,4844,0.0026154995430260897,
,285,4849,,0.002354443771764636
0.0025853277184069157,285,4861,,
,285,4861,0.002572190249338746,
0.0027834621723741293,286,4878,,
,286,4878,0.0025792974047362804,
0.002637062920257449,287,4895,,
,287,4895,0.002639921149238944,
,288,4899,,0.002621948253363371
0.002906305016949773,288,4912,,
,288,4912,0.002634999807924032,
0.0025313054211437702,289,4929,,
,289,4929,0.0026523959822952747,
0.002630122471600771,290,4946,,
,290,4946,0.002625224646180868,
,291,4949,,0.0028807343915104866
0.002841416047886014,291,4963,,
,291,4963,0.002735007554292679,
0.0025413124822080135,292,4980,,
,292,4980,0.0026273548137396574,
0.002563368296250701,293,4997,,
,293,4997,0.0025697085075080395,
,294,4999,,0.0028194598853588104
0.002537825144827366,294,5014,,
,294,5014,0.002574770711362362,
0.0027423822320997715,295,5031,,
,295,5031,0.0026223729364573956,
0.002627161331474781,296,5048,,
,296,5048,0.0026612048968672752,
,297,5049,,0.0022214921191334724
0.0029252960812300444,297,5065,,
,297,5065,0.0025479805190116167,
0.00262953108176589,298,5082,,
,298,5082,0.002630939707159996,
,299,5099,,0.002529904944822192
0.002597714075818658,299,5099,,
,299,5099,0.0025660532992333174,
0.0026256954297423363,300,5116,,
,300,5116,0.0025271980557590723,
0.002523094182834029,301,5133,,
,301,5133,0.00252890563569963,
,302,5149,,0.0030155598651617765
0.002642611740157008,302,5150,,
,302,5150,0.0025422372855246067,
0.0026567501481622458,303,5167,,
,303,5167,0.002643438521772623,
0.002613371703773737,304,5184,,
,304,5184,0.0025923079811036587,
,305,5199,,0.002709602937102318
0.002504941076040268,305,5201,,
,305,5201,0.0025299994740635157,
0.0025039417669177055,306,5218,,
,306,5218,0.002461609896272421,
0.0024679580237716436,307,5235,,
,307,5235,0.002540955087170005,
,308,5249,,0.002885677618905902
0.002604555105790496,308,5252,,
,308,5252,0.0025151546578854322,
0.0026092519983649254,309,5269,,
,309,5269,0.0025835339911282063,
0.0025620560627430677,310,5286,,
,310,5286,0.00263707316480577,
,311,5299,,0.0023702015168964863
0.0030889343470335007,311,5303,,
,311,5303,0.00250632525421679,
0.002901703817769885,312,5320,,
,312,5320,0.002750138286501169,
0.0025481651537120342,313,5337,,
,313,5337,0.002702463883906603,
,314,5349,,0.0028276562225073576
0.002884297166019678,314,5354,,
,314,5354,0.0025632514152675867,
0.0026763861533254385,315,5371,,
,315,5371,0.002600207692012191,
0.002815552521497011,316,5388,,
,316,5388,0.0025359420105814934,
,317,5399,,0.002259225118905306
0.0025056551676243544,317,5405,,
,317,5405,0.002563091227784753,
0.002430848777294159,318,5422,,
,318,5422,0.0024718749336898327,
0.002426609629765153,319,5439,,
,319,5439,0.002432523062452674,
,320,5449,,0.0024746102280914783
0.0025096391327679157,320,5456,,
,320,5456,0.002499047201126814,
0.002550060860812664,321,5473,,
,321,5473,0.0025364377070218325,
0.0025073932483792305,322,5490,,
,322,5490,0.0025185488630086184,
,323,5499,,0.0025334099773317575
0.0028365044854581356,323,5507,,
,323,5507,0.0024865898303687572,
0.002537759952247143,324,5524,,
,324,5524,0.0025006569921970367,
0.002545261289924383,325,5541,,
,325,5541,0.002496996894478798,
,326,5549,,0.0025975711178034544
0.0026252386160194874,326,5558,,
,326,5558,0.002508842619135976,
0.0027397095691412687,327,5575,,
,327,5575,0.0025112051516771317,
0.002708826679736376,328,5592,,
,328,5592,0.0028211658354848623,
,329,5599,,0.0023197527043521404
0.002501509618014097,329,5609,,
,329,5609,0.002523495350033045,
0.0025665215216577053,330,5626,,
,330,5626,0.002452496439218521,
0.002658030018210411,331,5643,,
,331,5643,0.0024359156377613544,
,332,5649,,0.002288267482072115
0.0025451527908444405,332,5660,,
,332,5660,0.0025864308699965477,
0.0027340813539922237,333,5677,,
,333,5677,0.0024566459469497204,
0.0025303028523921967,334,5694,,
,334,5694,0.0024401708506047726,
,335,5699,,0.0029846495017409325
0.002450942061841488,335,5711,,
,335,5711,0.002510183723643422,
0.0024292219895869493,336,5728,,
,336,5728,0.002437039976939559,
0.0024842843413352966,337,5745,,
,337,5745,0.0024395547807216644,
,338,5749,,0.0030248709954321384
0.002568404423072934,338,5762,,
,338,5762,0.0025509013794362545,
0.0027041553985327482,339,5779,,
,339,5779,0.0024739427026361227,
0.002665325067937374,340,5796,,
,340,5796,0.002502327086403966,
,341,5799,,0.002704181242734194
0.00244508171454072,341,5813,,
,341,5813,0.0025222126860171556,
0.002517008688300848,342,5830,,
,342,5830,0.002434825524687767,
0.0024487553164362907,343,5847,,
,343,5847,0.0024909430649131536,
,344,5849,,0.0024268857669085264
0.0024118085857480764,344,5864,,
,344,5864,0.0024243637453764677,
0.0024761140812188387,345,5881,,
,345,5881,0.002409176202490926,
0.0024607679806649685,346,5898,,
,346,5898,0.0025058044120669365,
,347,5899,,0.0021634118165820837
0.0026378834154456854,347,5915,,
,347,5915,0.0024903465528041124,
0.0026410797145217657,348,5932,,
,348,5932,0.002515918342396617,
,349,5949,,0.0030264598317444324
0.002710103988647461,349,5949,,
,349,5949,0.002544721122831106,
0.00250196922570467,350,5966,,
,350,5966,0.002476594178006053,
0.002551872516050935,351,5983,,
,351,5983,0.0024089927319437265,
,352,5999,,0.002269365591928363
0.002432898385450244,352,6000,,
,352,6000,0.002431380096822977,
0.002383928745985031,353,6017,,
,353,6017,0.0023386129178106785,
0.002404759870842099,354,6034,,
,354,6034,0.0023600920103490353,
,355,6049,,0.003088671248406172
0.002318285871297121,355,6051,,
,355,6051,0.002323021413758397,
0.0026475335471332073,356,6068,,
,356,6068,0.0023611418437212706,
0.0024018334224820137,357,6085,,
,357,6085,0.002406446263194084,
,358,6099,,0.0022609636653214693
0.002366364933550358,358,6102,,
,358,6102,0.002415878465399146,
0.002729997970163822,359,6119,,
,359,6119,0.0023859511129558086,
0.0024658842012286186,360,6136,,
,360,6136,0.00253178458660841,
,361,6149,,0.0023915781639516354
0.0024605721700936556,361,6153,,
,361,6153,0.0023593693040311337,
0.002458156319335103,362,6170,,
,362,6170,0.002430887892842293,
0.002375921932980418,363,6187,,
,363,6187,0.002445429563522339,
,364,6199,,0.002333816373720765
0.0024210410192608833,364,6204,,
,364,6204,0.002346746390685439,
